city,country,latitude,longitude,timezone,utc_offset,sunrise,sunset,time,temperature_2m_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,weather_code,wind_speed_10m_max,wind_direction_10m_dominant
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-01 06:01,2026-03-01 18:38,2026-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-02 06:01,2026-03-02 18:37,2026-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-03 06:02,2026-03-03 18:36,2026-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-04 06:02,2026-03-04 18:35,2026-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-05 06:03,2026-03-05 18:34,2026-03-05,19.9,0.0,0.0,0.0,0.0,55.0,16.6,0.0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-06 06:03,2026-03-06 18:33,2026-03-06,22.1,25.1,18.7,6.4,0.0,63.0,24.1,347.0
Johannesburg,South Africa,-26.186293,28.125002,Africa/Johannesburg,2.0,2026-03-07 06:04,2026-03-07 18:32,2026-03-07,23.9,0.0,0.0,0.0,0.0,3.0,14.1,192.0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-03-01 06:11,2026-03-01 17:35,2026-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-03-02 06:10,2026-03-02 17:36,2026-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-03-03 06:08,2026-03-03 17:37,2026-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-03-04 06:07,2026-03-04 17:38,2026-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tokyo,Japan,35.7,139.6875,Asia/Tokyo,9.0,2026-03-05 06:06,2026-03-05 17:39,2026-03-05,14.6,0.0,0.0,0.0,0.0,0.0,20.8,0.0
